Year,Age,Total
2003,44,4504938.83
2003,45,4480727.87
2003,46,4381985
2003,47,4315255.92
2003,48,4230873.69
2003,49,4079283.9
2003,50,3940071.87
2003,51,3841793.34
2003,52,3783594.14
2003,53,3717081.66
2003,54,3636540.53
2003,55,3694645.63
2003,56,3317476.24
2003,57,2832609.21
2003,58,2807259.42
2003,59,2827741.35
2003,60,2695494.34
2003,61,2452883.98
2003,62,2329206.48
2003,63,2242624.29
2003,64,2157986.07
2003,65,2075808.28
2003,66,1993246.82
2003,67,1973803.74
2003,68,1888750.73
2003,69,1803292.37
2003,70,1785026.88
2003,71,1771169.62
2003,72,1767064.13
2003,73,1724593.66
2003,74,1662122.72
2003,75,1619055.2
2003,76,1561070.02
2003,77,1506294.66
2003,78,1446618.5
2003,79,1351150.63
2003,80,1208506.65
2003,81,1161242.25
2003,82,1040160.6
2003,83,879755.02
2003,84,818305.72
2003,85,714532.35
2003,86,623476.2
2003,87,550021.4
2003,88,482372.39
2003,89,399473.96
2003,90,338233.1
2003,91,265936.87
2003,92,218891.44
2003,93,167722.6
2003,94,131344.24
2003,95,98212.06
2003,96,70435.89
2003,97,50335.59
2003,98,34667.96
2003,99,23675.22
2003,100,16170.04
2003,101,9411.68
2003,102,6533.28
2003,103,3499.98
2003,104,2244.8
2003,105,1192.41
2003,106,676.75
2003,107,389.24
2003,108,215.63
2003,109,111.67
2003,110+,131.26
2004,0,3995117.08
2004,1,3944624.18
2004,2,3968190.84
2004,3,3934675.55
2004,4,3846822.83
2004,5,3826595.77
2004,6,3829903.53
2004,7,3887313.27
2004,8,3962038.67
2004,9,4031464.52
2004,10,4178423.77
2004,11,4230820.54
2004,12,4313214.47
2004,13,4375725.87
2004,14,4315326.81
2004,15,4218884.81
2004,16,4176553.72
2004,17,4163820.09
2004,18,4207964.75
2004,19,4183053.98
2004,20,4144289.6
2004,21,4173889.81
2004,22,4174182.46
2004,23,4170287
2004,24,4056322.89
2004,25,3912183.98
2004,26,3805058.62
2004,27,3745315.83
2004,28,3746033.15
2004,29,3731187.96
2004,30,3775634.45
2004,31,3882104.67
2004,32,4134124.38
2004,33,4297237.04
2004,34,4226326.6
2004,35,4084968.63
2004,36,4050266.36
2004,37,4108293.54
2004,38,4317644.45
2004,39,4507697.45
2004,40,4535174.81
2004,41,4548587.44
2004,42,4580671.52
2004,43,4654631.72
2004,44,4588819.74
2004,45,4493250.14
2004,46,4484306.78
2004,47,4383065.13
2004,48,4302670.78
2004,49,4231145.46
2004,50,4060125.52
2004,51,3948272.75
2004,52,3825216.56
2004,53,3783130.29
2004,54,3714868.14
2004,55,3609868.34
2004,56,3694512.94
2004,57,3298925.86
2004,58,2820678.46
2004,59,2787966.67
2004,60,2794082.33
2004,61,2692210.15
2004,62,2433967.6
2004,63,2312411.57
2004,64,2214276.39
2004,65,2137227.28
2004,66,2049418.26
2004,67,1968138.09
2004,68,1943384.06
2004,69,1854277.2
2004,70,1761075.07
2004,71,1753801.77
2004,72,1725041.1
2004,73,1721678.28
2004,74,1670411.15
2004,75,1599164.93
2004,76,1567189.8
2004,77,1495844.54
2004,78,1441295.61
2004,79,1376075.7
2004,80,1218888.31
2004,81,1134399.63
2004,82,1082569.15
2004,83,962565.23
2004,84,806389.93
2004,85,742819.56
2004,86,642044.42
2004,87,553041.52
2004,88,481720.72
2004,89,415770.35
2004,90,339055.74
2004,91,281908.12
2004,92,217232.72
2004,93,174839.05
2004,94,131239.24
2004,95,100093.51
2004,96,72745.69
2004,97,50832.52
2004,98,35339.63
2004,99,23669.4
2004,100,15749.25
2004,101,10379.53
2004,102,5819.99
2004,103,3919.97
2004,104,1968.46
2004,105,1250.72
2004,106,652.36
2004,107,355.73
2004,108,207.74
2004,109,113.65
2004,110+,113.39
2005,0,4009311.99
2005,1,3970094.03
2005,2,3943209.39
2005,3,3975628.45
2005,4,3953578.8
2005,5,3861454.52
2005,6,3825129.3
2005,7,3844726.83
2005,8,3897421.36
2005,9,3992830.73
2005,10,4151033.99
2005,11,4178394.37
2005,12,4272297.94
2005,13,4329468.36
2005,14,4380662.1
2005,15,4361179.16
2005,16,4261082.79
2005,17,4203507.41
2005,18,4219608.66
2005,19,4249530.55
2005,20,4186633.9
2005,21,4165384.04
2005,22,4174590.63
2005,23,4188152.65
2005,24,4188152.98
2005,25,4094115.14
2005,26,3902649.52
2005,27,3835951.65
2005,28,3751658.49
2005,29,3737093.53
2005,30,3802436.72
2005,31,3748172.03
2005,32,3935672.24
2005,33,4145914.91
2005,34,4308926.43
2005,35,4252398.97
2005,36,4089652.72
2005,37,4048401.97
2005,38,4117162.13
2005,39,4328931.1
2005,40,4505559.36
2005,41,4547190.62
2005,42,4546124.2
2005,43,4584854.97
2005,44,4632226.71
2005,45,4576896.8
2005,46,4501423.31
2005,47,4488509.2
2005,48,4368895.43
2005,49,4305973.82
2005,50,4208464.69
2005,51,4074504.07
2005,52,3928792.09
2005,53,3827510.96
2005,54,3783132.89
2005,55,3683302.42
2005,56,3614577.29
2005,57,3672606.11
2005,58,3285479.98
2005,59,2800459.66
2005,60,2751367.63
2005,61,2796728.77
2005,62,2671637.5
2005,63,2417406.14
2005,64,2281665.41
2005,65,2194771.11
2005,66,2110226.63
2005,67,2024997.36
2005,68,1938082.77
2005,69,1908231.21
2005,70,1809490.97
2005,71,1732817.3
2005,72,1707358.92
2005,73,1681693.53
2005,74,1667238.56
2005,75,1605508.64
2005,76,1551013
2005,77,1501754.2
2005,78,1432597.39
2005,79,1371633.81
2005,80,1251214.81
2005,81,1147015.71
2005,82,1060618.56
2005,83,1004270.53
2005,84,885547.22
2005,85,734869.26
2005,86,670263.46
2005,87,572646.53
2005,88,486667.83
2005,89,417799.89
2005,90,355498.12
2005,91,284556.98
2005,92,232697.55
2005,93,175400.25
2005,94,137831.54
2005,95,101275.69
2005,96,75270.01
2005,97,53198.71
2005,98,36263.52
2005,99,24516.83
2005,100,16011.22
2005,101,10205.78
2005,102,6575.64
2005,103,3661.42
2005,104,2330.22
2005,105,1152.48
2005,106,671.67
2005,107,361.34
2005,108,179.55
2005,109,107.76
2005,110+,110.19
2006,0,4023116.66
2006,1,3979557.58
2006,2,3970424.11
2006,3,3954649.74
2006,4,4000422.84
2006,5,3972070.69
2006,6,3859827.54
2006,7,3843812.59
2006,8,3857057.83
2006,9,3934322.03
2006,10,4135573.75
2006,11,4145589.06
2006,12,4223946.64
2006,13,4286731.57
2006,14,4330771.68
2006,15,4431672.88
2006,16,4405837.92
2006,17,4285627.01
2006,18,4263192
2006,19,4261072.08
2006,20,4244655.45
2006,21,4204872.13
2006,22,4158766.65
2006,23,4185045.29
2006,24,4204809.84
2006,25,4230436
2006,26,4076824.33
2006,27,3937453.19
2006,28,3839934.01
2006,29,3738501.06
2006,30,3822696.1
2006,31,3765092.06
2006,32,3810184.57
2006,33,3947365.44
2006,34,4158613.27
2006,35,4339728.51
2006,36,4255843.97
2006,37,4085864.84
2006,38,4058641.62
2006,39,4130059.38
2006,40,4327097.01
2006,41,4520988.39
2006,42,4544799.55
2006,43,4552214.47
2006,44,4559073.22
2006,45,4620012.35
2006,46,4589728.39
2006,47,4508910.89
2006,48,4472663.3
2006,49,4375321.94
2006,50,4280084.29
2006,51,4229641.77
2006,52,4052132.81
2006,53,3934170.62
2006,54,3829447.66
2006,55,3746625.07
2006,56,3693255.34
2006,57,3592017.85
2006,58,3658413.43
2006,59,3260952.49
2006,60,2760341.57
2006,61,2761047.47
2006,62,2776218.58
2006,63,2654933.56
2006,64,2383764.88
2006,65,2263494.85
2006,66,2167871.54
2006,67,2086695.45
2006,68,1994897.57
2006,69,1903330.72
2006,70,1861106.52
2006,71,1783835.87
2006,72,1686662.43
2006,73,1666162.39
2006,74,1628744.84
2006,75,1601557.43
2006,76,1561263.78
2006,77,1486945.34
2006,78,1440560.97
2006,79,1364971.27
2006,80,1235792.48
2006,81,1177656.37
2006,82,1072349.36
2006,83,984515.86
2006,84,924473.59
2006,85,807008.28
2006,86,662340.84
2006,87,597173.18
2006,88,503451.43
2006,89,421451.22
2006,90,356101.72
2006,91,297140.23
2006,92,233756.01
2006,93,186821.36
2006,94,137667.95
2006,95,105412.06
2006,96,75703.99
2006,97,54520.06
2006,98,37585.12
2006,99,24975.33
2006,100,16335.79
2006,101,10320.87
2006,102,6384.07
2006,103,3992.96
2006,104,2118.86
2006,105,1318.5
2006,106,634.12
2006,107,362.82
2006,108,184.7
2006,109,83.56
2006,110+,99.39
2007,0,4095013.06
2007,1,3987210.72
2007,2,3980778.95
2007,3,3985068.54
2007,4,3984607.51
2007,5,4021957.29
2007,6,3969077.93
2007,7,3881840.89
2007,8,3857691.82
2007,9,3899314.33
2007,10,4098349.32
2007,11,4124182.4
2007,12,4194434.32
2007,13,4235950.86
2007,14,4283909.95
2007,15,4385447.44
2007,16,4477553.99
2007,17,4426528.66
2007,18,4347972.2
2007,19,4300616.53
2007,20,4245241.7
2007,21,4258078.56
2007,22,4188916.97
2007,23,4165125.3
2007,24,4199761.82
2007,25,4250095.08
2007,26,4204637.54
2007,27,4114747.73
2007,28,3937148.61
2007,29,3820318.27
2007,30,3836947.19
2007,31,3774301.99
2007,32,3836174.37
2007,33,3820437.46
2007,34,3959948.78
2007,35,4192868.68
2007,36,4341433.26
2007,37,4248887.19
2007,38,4096948.51
2007,39,4072455.41
2007,40,4127812.36
2007,41,4344832.82
2007,42,4518764.43
2007,43,4552645.1
2007,44,4522754.65
2007,45,4546595.37
2007,46,4636914.42
2007,47,4600426.6
2007,48,4491486.97
2007,49,4482215.86
2007,50,4345912.83
2007,51,4307527.9
2007,52,4203981.52
2007,53,4060713.05
2007,54,3938170.07
2007,55,3787472.51
2007,56,3761142.17
2007,57,3668610.07
2007,58,3578833.8
2007,59,3629836.79
2007,60,3209509.11
2007,61,2776334.03
2007,62,2741828.7
2007,63,2760628.05
2007,64,2616719.8
2007,65,2366100.83
2007,66,2235771.16
2007,67,2145135.4
2007,68,2056202.67
2007,69,1959079.21
2007,70,1854652.66
2007,71,1837835.14
2007,72,1735872.3
2007,73,1647244.85
2007,74,1613661.81
2007,75,1563273.55
2007,76,1561054.53
2007,77,1497183.41
2007,78,1428190.75
2007,79,1373932.33
2007,80,1233594.42
2007,81,1164948.67
2007,82,1102883.65
2007,83,997470.36
2007,84,908889.96
2007,85,845693.72
2007,86,730555.39
2007,87,591907.88
2007,88,527523.98
2007,89,438639.43
2007,90,360398.53
2007,91,299889.07
2007,92,245373.41
2007,93,188865.94
2007,94,147683.54
2007,95,106374.48
2007,96,79446.29
2007,97,55704.31
2007,98,38998.08
2007,99,25984.81
2007,100,16883.5
2007,101,10792.53
2007,102,6446.67
2007,103,3884.93
2007,104,2380.88
2007,105,1198.81
2007,106,751.46
2007,107,333.06
2007,108,197.84
2007,109,88.37
2007,110+,87.33
2008,0,4140345.09
2008,1,4051620.49
2008,2,3988854.51
2008,3,3998149.49
2008,4,4019773.78
2008,5,4008935.2
2008,6,4017179.66
2008,7,3994234.19
2008,8,3896908.9
2008,9,3905143.05
2008,10,4084723.61
2008,11,4080869.99
2008,12,4175694.95
2008,13,4203660.99
2008,14,4228714.88
2008,15,4341676.15
2008,16,4431656.74
2008,17,4493978.55
2008,18,4491645.55
2008,19,4380586.99
2008,20,4272779
2008,21,4254653.07
2008,22,4234413.04
2008,23,4190814.07
2008,24,4176786.88
2008,25,4245891.87
2008,26,4214694.22
2008,27,4244835.85
2008,28,4108005.15
2008,29,3909749.03
2008,30,3932462.65
2008,31,3776494.76
2008,32,3853486.38
2008,33,3844263.05
2008,34,3831261.78
2008,35,3995646.33
2008,36,4192898.83
2008,37,4330994.98
2008,38,4259909.85
2008,39,4111026.45
2008,40,4068517.79
2008,41,4146021.85
2008,42,4342055.76
2008,43,4527772.07
2008,44,4518687.08
2008,45,4509493.36
2008,46,4566638.89
2008,47,4650038.85
2008,48,4580557.84
2008,49,4503667.11
2008,50,4448864.67
2008,51,4379701.11
2008,52,4278571.11
2008,53,4216142.59
2008,54,4067230.5
2008,55,3889776.64
2008,56,3806166.36
2008,57,3734039.7
2008,58,3655872.84
2008,59,3549307.33
2008,60,3567748.94
2008,61,3236653.66
2008,62,2757620.69
2008,63,2728139.94
2008,64,2718831.48
2008,65,2599253.89
2008,66,2337055.9
2008,67,2213558.75
2008,68,2114185.43
2008,69,2019091.99
2008,70,1907148.87
2008,71,1834192.24
2008,72,1787678.19
2008,73,1696357.14
2008,74,1594786.04
2008,75,1547045.47
2008,76,1526752.36
2008,77,1496886.14
2008,78,1439516.5
2008,79,1362777.72
2008,80,1255213.32
2008,81,1164699.48
2008,82,1092813.6
2008,83,1027316.26
2008,84,922316.72
2008,85,832572.34
2008,86,766966.77
2008,87,654846.85
2008,88,523817.78
2008,89,460765.79
2008,90,377084.74
2008,91,304517.87
2008,92,248321.25
2008,93,199433.5
2008,94,150259.08
2008,95,114251.09
2008,96,80661.95
2008,97,58732.56
2008,98,39943.53
2008,99,27213.85
2008,100,17614.51
2008,101,10945.66
2008,102,6837.88
2008,103,3997.55
2008,104,2297.85
2008,105,1357.83
2008,106,675.79
2008,107,423.84
2008,108,182.3
2008,109,106.74
2008,110+,87.17
2009,0,4067984.08
2009,1,4089746.42
2009,2,4053709.42
2009,3,4009043.19
2009,4,4037302.94
2009,5,4047343.97
2009,6,4003199.71
2009,7,4045080.43
2009,8,4010463.36
2009,9,3950309.48
2009,10,4113438.99
2009,11,4061011.86
2009,12,4134959.51
2009,13,4182165.73
2009,14,4191970.27
2009,15,4289363.58
2009,16,4388194.21
2009,17,4444137.87
2009,18,4561305.23
2009,19,4518819.37
2009,20,4343418.47
2009,21,4279757.98
2009,22,4225208.78
2009,23,4233763.48
2009,24,4200497.08
2009,25,4225349
2009,26,4202240.63
2009,27,4257568.74
2009,28,4233164.43
2009,29,4072365.67
2009,30,4037345.48
2009,31,3859232.08
2009,32,3864676.51
2009,33,3859997.89
2009,34,3854173.72
2009,35,3868628.81
2009,36,3994472.88
2009,37,4181124.96
2009,38,4342974.44
2009,39,4275004.19
2009,40,4105555.36
2009,41,4087671.39
2009,42,4142500.37
2009,43,4351833.74
2009,44,4489417.04
2009,45,4504271.72
2009,46,4532515.5
2009,47,4581662.67
2009,48,4627681.3
2009,49,4595534.35
2009,50,4466647.76
2009,51,4489489.13
2009,52,4347139.02
2009,53,4294102.29
2009,54,4225280.82
2009,55,4011942.04
2009,56,3913454.95
2009,57,3776646.7
2009,58,3721821.35
2009,59,3624358.86
2009,60,3482940.98
2009,61,3606044.49
2009,62,3216484.04
2009,63,2745290.67
2009,64,2684057.76
2009,65,2702493.98
2009,66,2568146.19
2009,67,2315239.9
2009,68,2182187.06
2009,69,2075977.11
2009,70,1963730.43
2009,71,1889063.8
2009,72,1783318.23
2009,73,1748245.08
2009,74,1641983.72
2009,75,1527126.02
2009,76,1514152.09
2009,77,1463852.72
2009,78,1440747.74
2009,79,1374455.5
2009,80,1244395.38
2009,81,1185144.65
2009,82,1093338.83
2009,83,1018161.75
2009,84,949088.74
2009,85,844786.29
2009,86,754939.03
2009,87,687558.28
2009,88,579417.17
2009,89,456238.68
2009,90,395150.23
2009,91,317978.13
2009,92,251396.13
2009,93,201098.86
2009,94,157767.89
2009,95,115879.92
2009,96,85951.23
2009,97,58942.42
2009,98,41675.23
2009,99,27723.49
2009,100,18210.45
2009,101,11441.75
2009,102,6825.49
2009,103,4204.77
2009,104,2293.48
2009,105,1248.81
2009,106,736.81
2009,107,378.78
2009,108,230.81
2009,109,102.98
2009,110+,96.27
2010,0,3977469.64
2010,1,4018184.89
2010,2,4096883.79
2010,3,4068890.07
2010,4,4055544.34
2010,5,4067451.32
2010,6,4045690.61
2010,7,4030097.72
2010,8,4057696.88
2010,9,4056428.02
2010,10,4160156.46
2010,11,4091122.98
2010,12,4111940.23
2010,13,4141953.13
2010,14,4165649.22
2010,15,4245370.78
2010,16,4339148.44
2010,17,4398705.66
2010,18,4512574.23
2010,19,4591251.43
2010,20,4476140.26
2010,21,4347623.36
2010,22,4252217.9
2010,23,4223432.74
2010,24,4244305.79
2010,25,4246975.77
2010,26,4179165.76
2010,27,4243393.42
2010,28,4248946.45
2010,29,4192623.94
2010,30,4204305.2
2010,31,3966435.29
2010,32,3944326.97
2010,33,3873239.09
2010,34,3869005.74
2010,35,3888813.24
2010,36,3867573.06
2010,37,3983474.36
2010,38,4191525.68
2010,39,4360608.54
2010,40,4266345.55
2010,41,4124217.42
2010,42,4084033.04
2010,43,4151107.19
2010,44,4315840.69
2010,45,4473530.36
2010,46,4526399.66
2010,47,4546135.89
2010,48,4558351.6
2010,49,4643871.62
2010,50,4554188.35
2010,51,4506666.69
2010,52,4454770.29
2010,53,4360460.33
2010,54,4302561.21
2010,55,4166539.78
2010,56,4034489.68
2010,57,3883209.09
2010,58,3761795.87
2010,59,3691842.5
2010,60,3553051.68
2010,61,3518748.67
2010,62,3583766.33
2010,63,3200095.97
2010,64,2702591.62
2010,65,2665875.24
2010,66,2670196.42
2010,67,2544390.88
2010,68,2282183.5
2010,69,2144425.07
2010,70,2018391.08
2010,71,1944918.03
2010,72,1837057.7
2010,73,1744080.4
2010,74,1694100.58
2010,75,1572737.89
2010,76,1495802.71
2010,77,1452445.99
2010,78,1409848.48
2010,79,1376645.34
2010,80,1229210.97
2010,81,1178063.96
2010,82,1115035.43
2010,83,1021075.95
2010,84,943900.28
2010,85,872472.55
2010,86,768793.81
2010,87,679261.63
2010,88,611851.42
2010,89,508561.88
2010,90,394379.91
2010,91,335986.72
2010,92,265583.81
2010,93,205395.51
2010,94,160677.27
2010,95,123715.92
2010,96,88511.09
2010,97,64062.4
2010,98,42780.09
2010,99,29609.14
2010,100,19039.82
2010,101,11986.05
2010,102,7401.43
2010,103,4285.29
2010,104,2602.65
2010,105,1350.28
2010,106,697.91
2010,107,417.79
2010,108,204.5
2010,109,133.11
2010,110+,105.21
2011,0,3957395.62
2011,1,3962348.14
2011,2,4030985.07
2011,3,4107136.06
2011,4,4099942.79
2011,5,4076243.17
2011,6,4074094.9
2011,7,4063304.7
2011,8,4039506.43
2011,9,4080510.82
2011,10,4161351.22
2011,11,4156664.96
2011,12,4119759.66
2011,13,4121926.31
2011,14,4138369.43
2011,15,4194666.96
2011,16,4279958.44
2011,17,4355273.84
2011,18,4446219.64
2011,19,4545248.58
2011,20,4583767.68
2011,21,4491601.62
2011,22,4350485.11
2011,23,4265184.74
2011,24,4243251.81
2011,25,4278938.68
2011,26,4236751.3
2011,27,4209409.64
2011,28,4252016.92
2011,29,4237585.66
2011,30,4264626.11
2011,31,4180186.86
2011,32,4010532.77
2011,33,3955337.12
2011,34,3881972.99
2011,35,3888485.74
2011,36,3891877.27
2011,37,3865156.05
2011,38,3989250.48
2011,39,4202471.85
2011,40,4355100.27
2011,41,4274133.76
2011,42,4121250.63
2011,43,4085846.14
2011,44,4133171.14
2011,45,4304309.75
2011,46,4479217.47
2011,47,4526845.73
2011,48,4528343.05
2011,49,4559120.14
2011,50,4613839.5
2011,51,4563254.81
2011,52,4479610.96
2011,53,4449000.75
2011,54,4352273.9
2011,55,4261192.21
2011,56,4163242.47
2011,57,4006529.29
2011,58,3860718.52
2011,59,3734105
2011,60,3640822.59
2011,61,3553281.2
2011,62,3491358.36
2011,63,3555623.2
2011,64,3160649.46
2011,65,2676404.22
2011,66,2633154.64
2011,67,2639210.43
2011,68,2506759.27
2011,69,2244563.88
2011,70,2095828.16
2011,71,1988001.82
2011,72,1897798.46
2011,73,1795062.49
2011,74,1695582.84
2011,75,1635142
2011,76,1531613.42
2011,77,1439978.9
2011,78,1398416.16
2011,79,1349397.38
2011,80,1269363.56
2011,81,1163754.74
2011,82,1108436.41
2011,83,1042110.25
2011,84,947596.97
2011,85,866543.43
2011,86,793455.17
2011,87,692741.73
2011,88,603925.61
2011,89,536578.18
2011,90,438808.81
2011,91,334767.27
2011,92,279802.12
2011,93,217166.64
2011,94,163767.76
2011,95,125396.26
2011,96,94036.72
2011,97,65609.63
2011,98,46520.72
2011,99,29977.92
2011,100,20263.44
2011,101,12571.58
2011,102,7737.89
2011,103,4588.33
2011,104,2563.22
2011,105,1528.61
2011,106,731.57
2011,107,390.05
2011,108,230.62
2011,109,113.29
2011,110+,138.23
2012,0,3944947.45
2012,1,3972504.67
2012,2,3975830.34
2012,3,4042554.41
2012,4,4117537.62
2012,5,4110120.57
2012,6,4086537.6
2012,7,4084329.54
2012,8,4073488.13
2012,9,4049796.09
2012,10,4090952.05
2012,11,4172016.61
2012,12,4167451.25
2012,13,4130584.88
2012,14,4133373.31
2012,15,4151204.75
2012,16,4210456.67
2012,17,4300925.86
2012,18,4380590.38
2012,19,4474309.72
2012,20,4573914.13
2012,21,4613281.89
2012,22,4520847.82
2012,23,4379535.93
2012,24,4293645.37
2012,25,4271001.48
2012,26,4304821.32
2012,27,4260668.5
2012,28,4231242.89
2012,29,4271660.35
2012,30,4254728.25
2012,31,4279473.97
2012,32,4192911.18
2012,33,4021593.23
2012,34,3965079.48
2012,35,3890490.35
2012,36,3895200.73
2012,37,3897264.71
2012,38,3869212.7
2012,39,3992034.88
2012,40,4203162.64
2012,41,4353874.27
2012,42,4271784.26
2012,43,4117902.34
2012,44,4081651.42
2012,45,4127225.91
2012,46,4296449.92
2012,47,4469373.12
2012,48,4514919.18
2012,49,4514538.47
2012,50,4543344.42
2012,51,4596000.64
2012,52,4543631.45
2012,53,4458476.28
2012,54,4426323.88
2012,55,4327969.29
2012,56,4235861.49
2012,57,4136680.72
2012,58,3979138.9
2012,59,3832449.29
2012,60,3704821.14
2012,61,3610458.02
2012,62,3521178.06
2012,63,3456713.12
2012,64,3517673.8
2012,65,3124508.08
2012,66,2643275.19
2012,67,2597467.21
2012,68,2599670.78
2012,69,2465952.65
2012,70,2205004.14
2012,71,2055808.96
2012,72,1946413.08
2012,73,1854154.63
2012,74,1749728.24
2012,75,1648634.42
2012,76,1585318.06
2012,77,1480133.18
2012,78,1386610.53
2012,79,1341249.77
2012,80,1234896.5
2012,81,1202049.55
2012,82,1094875.68
2012,83,1036138.71
2012,84,966382.33
2012,85,871156.68
2012,86,788952.59
2012,87,714623.34
2012,88,615419.51
2012,89,529971.64
2012,90,462723.22
2012,91,372011.72
2012,92,278287.29
2012,93,227945.84
2012,94,173236.24
2012,95,127352.25
2012,96,95062.01
2012,97,69431.24
2012,98,47353.43
2012,99,32522.02
2012,100,20365.23
2012,101,13417.19
2012,102,7952.42
2012,103,4783.26
2012,104,2756.79
2012,105,1517.19
2012,106,884.59
2012,107,381.56
2012,108,220.42
2012,109,123.33
2012,110+,131.45
2013,0,3929077.41
2013,1,3960731.24
2013,2,3986610.68
2013,3,3987936.47
2013,4,4053531.93
2013,5,4128035.22
2013,6,4120453.23
2013,7,4096885.78
2013,8,4094796.4
2013,9,4084105.36
2013,10,4060371.72
2013,11,4101725.96
2013,12,4182899.08
2013,13,4178293.57
2013,14,4142101.58
2013,15,4146311.27
2013,16,4167101.83
2013,17,4231219.19
2013,18,4326071.35
2013,19,4407783.34
2013,20,4501890.71
2013,21,4603844.1
2013,22,4644839.05
2013,23,4551911.03
2013,24,4409452.79
2013,25,4322617.58
2013,26,4298513.33
2013,27,4330600.24
2013,28,4283768.24
2013,29,4252575.61
2013,30,4290721.52
2013,31,4270910.57
2013,32,4293549.87
2013,33,4204787.46
2013,34,4031929.52
2013,35,3974124.08
2013,36,3897673.15
2013,37,3901243.1
2013,38,3901979.88
2013,39,3872624.53
2013,40,3993683.22
2013,41,4203166
2013,42,4352109.88
2013,43,4268451.59
2013,44,4113793.79
2013,45,4075992.94
2013,46,4119867.63
2013,47,4287428.52
2013,48,4458070.38
2013,49,4501592.08
2013,50,4499184.35
2013,51,4525531.86
2013,52,4576038.56
2013,53,4522332.69
2013,54,4435881.89
2013,55,4401709.15
2013,56,4301713.48
2013,57,4208523.62
2013,58,4108214.16
2013,59,3949813.25
2013,60,3802027.05
2013,61,3673281.99
2013,62,3577558.48
2013,63,3486421
2013,64,3419478.48
2013,65,3477175.21
2013,66,3085694.08
2013,67,2607684.4
2013,68,2558965.2
2013,69,2557365.77
2013,70,2422589.5
2013,71,2163173.89
2013,72,2013192.4
2013,73,1902026.38
2013,74,1807653.7
2013,75,1701572.87
2013,76,1598703.58
2013,77,1532449.5
2013,78,1425561.77
2013,79,1330129.81
2013,80,1249097.54
2013,81,1170698.37
2013,82,1132199.48
2013,83,1024378.2
2013,84,961767.48
2013,85,889650.01
2013,86,794006.44
2013,87,711120.31
2013,88,635873.04
2013,89,540063.96
2013,90,457503.86
2013,91,392999.05
2013,92,310278.05
2013,93,227960.23
2013,94,181849.92
2013,95,134824.84
2013,96,96839.36
2013,97,70270.8
2013,98,49930.83
2013,99,33256.77
2013,100,22161.09
2013,101,13480.93
2013,102,8467.42
2013,103,4938.84
2013,104,2894.65
2013,105,1552.26
2013,106,870.17
2013,107,479.57
2013,108,221.08
2013,109,118.16
2013,110+,139.52
2014,0,3943224.27
2014,1,3946462
2014,2,3976485.76
2014,3,4000366.07
2014,4,4000489.25
2014,5,4065274.24
2014,6,4139320.66
2014,7,4131763.69
2014,8,4108287.98
2014,9,4106216.36
2014,10,4095366.09
2014,11,4071673.75
2014,12,4113016.1
2014,13,4194471.76
2014,14,4190868.77
2014,15,4156509.63
2014,16,4163631.08
2014,17,4189050.05
2014,18,4257891.37
2014,19,4354668.22
2014,20,4434581.19
2014,21,4529991.71
2014,22,4635204.4
2014,23,4677021.89
2014,24,4582708.56
2014,25,4438655.2
2014,26,4350639.11
2014,27,4325470.12
2014,28,4354885.23
2014,29,4306317.34
2014,30,4273507.05
2014,31,4308287.49
2014,32,4286031.52
2014,33,4306459.92
2014,34,4215706.76
2014,35,4041154.91
2014,36,3981603.07
2014,37,3904060.72
2014,38,3906546.53
2014,39,3906187.73
2014,40,3875001.67
2014,41,3994478.02
2014,42,4202258.73
2014,43,4349079.87
2014,44,4264303.02
2014,45,4108149.81
2014,46,4068909.48
2014,47,4111678.3
2014,48,4276931.48
2014,49,4445250.87
2014,50,4486323.94
2014,51,4481467.16
2014,52,4505935.93
2014,53,4554702.72
2014,54,4499440.26
2014,55,4411070.58
2014,56,4374661.78
2014,57,4273503.45
2014,58,4179024.35
2014,59,4077587.75
2014,60,3918157.62
2014,61,3769164.57
2014,62,3639294.55
2014,63,3541993.82
2014,64,3449132.49
2014,65,3379896.58
2014,66,3433961.6
2014,67,3044246.36
2014,68,2569506.28
2014,69,2517840.45
2014,70,2512569.47
2014,71,2377078.16
2014,72,2118799.63
2014,73,1967836.93
2014,74,1854817.37
2014,75,1758351.39
2014,76,1650624.43
2014,77,1545890.27
2014,78,1476532.18
2014,79,1368007.56
2014,80,1221772
2014,81,1183973.71
2014,82,1103050.94
2014,83,1059380.82
2014,84,951436.65
2014,85,885260.74
2014,86,810741.66
2014,87,715660.18
2014,88,632538.59
2014,89,558077.44
2014,90,466809.6
2014,91,388704.25
2014,92,327847.13
2014,93,252969.51
2014,94,181869.77
2014,95,141926.24
2014,96,102390.48
2014,97,71669.36
2014,98,50388.02
2014,99,34800.19
2014,100,22793.44
2014,101,14543.29
2014,102,8609.27
2014,103,5141.3
2014,104,2965.77
2014,105,1673.6
2014,106,877.24
2014,107,465.16
2014,108,250.82
2014,109,96.48
2014,110+,141.03
2015,0,3969598.46
2015,1,3961726.74
2015,2,3963853.99
2015,3,3992021.24
2015,4,4014618.44
2015,5,4013824.31
2015,6,4077925.04
2015,7,4151820.46
2015,8,4144185.27
2015,9,4120740.85
2015,10,4118688.44
2015,11,4107580.06
2015,12,4083766.82
2015,13,4125717.02
2015,14,4208353.14
2015,15,4206969.86
2015,16,4175249.21
2015,17,4186912.02
2015,18,4217625.58
2015,19,4288601.3
